"","Cluster","time_point","genotype","treatment","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"309","D3.316.uninfected","D3","316","uninfected","GO:0010362","negative regulation of anion channel activity by blue light","2/443","3/26205",0.000845853459033925,0.0212973817363899,0.0186978133049604,"TF182991_c0_g1_i1/TF335263_c6_g1_i1",2
"310","D3.316.uninfected","D3","316","uninfected","GO:0016531","copper chaperone activity","2/443","3/26205",0.000845853459033925,0.0212973817363899,0.0186978133049604,"TF235784_c0_g2_i3/TF241233_c0_g1_i1",2
"311","D3.316.uninfected","D3","316","uninfected","GO:0046688","response to copper ion","3/443","14/26205",0.00152043012941314,0.0368528218717724,0.0323545491013097,"TF235784_c0_g2_i3/TF241233_c0_g1_i1/TF74120_c0_g1_i1",3
"312","D3.316.uninfected","D3","316","uninfected","GO:0004452","isopentenyl-diphosphate delta-isomerase activity","2/443","4/26205",0.00167275219843506,0.0368528218717724,0.0323545491013097,"TF342648_c0_g1_i8/TF342648_c0_g1_i5",2
"313","D3.316.uninfected","D3","316","uninfected","GO:0008883","glutamyl-tRNA reductase activity","2/443","4/26205",0.00167275219843506,0.0368528218717724,0.0323545491013097,"TF38641_c3_g1_i1/TF38641_c3_g1_i3",2
"314","D3.316.uninfected","D3","316","uninfected","GO:0051131","chaperone-mediated protein complex assembly","2/443","4/26205",0.00167275219843506,0.0368528218717724,0.0323545491013097,"TF150529_c0_g1_i1/TF188744_c0_g2_i3",2
"315","D3.316.uninfected","D3","316","uninfected","GO:0045037","protein import into chloroplast stroma","4/443","33/26205",0.00223652523599518,0.0446721648005826,0.0392194593545988,"TF168829_c1_g1_i1/TF193276_c0_g2_i4/TF348873_c0_g2_i6/TF102884_c0_g1_i1",4
"316","D3.316.uninfected","D3","316","uninfected","GO:0045551","cinnamyl-alcohol dehydrogenase activity","3/443","16/26205",0.00228113181960422,0.0446721648005826,0.0392194593545988,"TF382294_c3_g2_i1/TF413233_c0_g2_i3/TF119450_c0_g4_i2",3
"317","D3.316.uninfected","D3","316","uninfected","GO:0070370","cellular heat acclimation","3/443","16/26205",0.00228113181960422,0.0446721648005826,0.0392194593545988,"TF253077_c0_g2_i1/TF292392_c2_g1_i3/TF384175_c1_g1_i12",3
"318","D3.316.uninfected","D3","316","uninfected","GO:0080025","phosphatidylinositol-3,5-bisphosphate binding","3/443","16/26205",0.00228113181960422,0.0446721648005826,0.0392194593545988,"TF253077_c0_g2_i1/TF292392_c2_g1_i3/TF384175_c1_g1_i12",3
"319","D3.316.uninfected","D3","316","uninfected","GO:0016168","chlorophyll binding","4/443","34/26205",0.00250130373177143,0.04765997651078,0.0418425773622077,"TF154508_c0_g1_i2/TF321563_c0_g2_i1/TF321563_c0_g2_i5/TF321563_c0_g2_i2",4
"320","D3.320.infected","D3","320","infected","GO:0009408","response to heat","62/1274","411/26205",2.01399733041246e-15,2.48728670305938e-12,2.33199690889863e-12,"TF118117_c0_g1_i3/TF131450_c0_g1_i1/TF134574_c0_g1_i3/TF150529_c0_g1_i1/TF155533_c0_g1_i1/TF162071_c2_g1_i1/TF167263_c0_g2_i9/TF176495_c0_g1_i2/TF181145_c1_g1_i3/TF188744_c0_g2_i3/TF189526_c0_g1_i1/TF193276_c0_g2_i4/TF194792_c0_g1_i1/TF221181_c0_g1_i4/TF224923_c1_g1_i1/TF226965_c0_g1_i1/TF240471_c0_g1_i1/TF253077_c0_g2_i1/TF255414_c0_g1_i1/TF262422_c1_g3_i1/TF272260_c1_g1_i7/TF283953_c0_g1_i4/TF292392_c2_g1_i3/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF317341_c0_g1_i4/TF322458_c1_g2_i1/TF325029_c1_g1_i4/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF355206_c0_g1_i1/TF368497_c0_g1_i2/TF393083_c0_g2_i1/TF395657_c1_g2_i1/TF414373_c1_g1_i1/TF415678_c0_g2_i2/TF66461_c4_g3_i2/TF69708_c0_g1_i2/TF75984_c0_g3_i5/TF99547_c0_g4_i2/TF102019_c1_g1_i5/TF102884_c0_g1_i1/TF134574_c0_g1_i9/TF155888_c0_g1_i4/TF185358_c0_g1_i10/TF185358_c0_g1_i8/TF194792_c0_g1_i4/TF209187_c0_g1_i5/TF218549_c0_g1_i7/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF260012_c0_g1_i11/TF31272_c0_g1_i10/TF325029_c1_g1_i9/TF339782_c1_g1_i1/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF402140_c0_g1_i4/TF402692_c1_g1_i6/TF407769_c0_g1_i13/TF75984_c0_g1_i5/TF92658_c0_g1_i4",62
"321","D3.320.infected","D3","320","infected","GO:0042542","response to hydrogen peroxide","56/1274","370/26205",4.04437696021652e-14,2.4974027729337e-11,2.34148139802009e-11,"TF118117_c0_g1_i3/TF131450_c0_g1_i1/TF134574_c0_g1_i3/TF150529_c0_g1_i1/TF155533_c0_g1_i1/TF167263_c0_g2_i9/TF188744_c0_g2_i3/TF189526_c0_g1_i1/TF194792_c0_g1_i1/TF22088_c0_g2_i2/TF221181_c0_g1_i4/TF224923_c1_g1_i1/TF226965_c0_g1_i1/TF240471_c0_g1_i1/TF253077_c0_g2_i1/TF271769_c2_g1_i15/TF272260_c1_g1_i7/TF283953_c0_g1_i4/TF292392_c2_g1_i3/TF308069_c1_g1_i1/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF317341_c0_g1_i4/TF325029_c1_g1_i4/TF332584_c0_g1_i2/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF347126_c0_g2_i5/TF353275_c1_g3_i8/TF355206_c0_g1_i1/TF393083_c0_g2_i1/TF395657_c1_g2_i1/TF396817_c2_g1_i1/TF414373_c1_g1_i1/TF66461_c4_g3_i2/TF99547_c0_g4_i2/TF102019_c1_g1_i5/TF134574_c0_g1_i9/TF155888_c0_g1_i4/TF194792_c0_g1_i4/TF209187_c0_g1_i5/TF218549_c0_g1_i7/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF260012_c0_g1_i11/TF31272_c0_g1_i10/TF325029_c1_g1_i9/TF339782_c1_g1_i1/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF402140_c0_g1_i4/TF402692_c1_g1_i6/TF407769_c0_g1_i13/TF62522_c1_g2_i9/TF75984_c0_g1_i5/TF92658_c0_g1_i4",56
"322","D3.320.infected","D3","320","infected","GO:0009644","response to high light intensity","54/1274","391/26205",4.77701736849795e-12,1.96653881669832e-09,1.8437610895957e-09,"TF118117_c0_g1_i3/TF131450_c0_g1_i1/TF134574_c0_g1_i3/TF150529_c0_g1_i1/TF155533_c0_g1_i1/TF167263_c0_g2_i9/TF188744_c0_g2_i3/TF189526_c0_g1_i1/TF194792_c0_g1_i1/TF221181_c0_g1_i4/TF226965_c0_g1_i1/TF240471_c0_g1_i1/TF253077_c0_g2_i1/TF262737_c1_g2_i1/TF271769_c2_g1_i15/TF272260_c1_g1_i7/TF283953_c0_g1_i4/TF292392_c2_g1_i3/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF317341_c0_g1_i4/TF325029_c1_g1_i4/TF332584_c0_g1_i2/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF347126_c0_g2_i5/TF353275_c1_g3_i8/TF355206_c0_g1_i1/TF393083_c0_g2_i1/TF395657_c1_g2_i1/TF414373_c1_g1_i1/TF59739_c1_g1_i1/TF66461_c4_g3_i2/TF99547_c0_g4_i2/TF102019_c1_g1_i5/TF134574_c0_g1_i9/TF155888_c0_g1_i4/TF194792_c0_g1_i4/TF218549_c0_g1_i7/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF260012_c0_g1_i11/TF31272_c0_g1_i10/TF325029_c1_g1_i9/TF339782_c1_g1_i1/TF358062_c1_g1_i5/TF375368_c0_g1_i6/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF402140_c0_g1_i4/TF402692_c1_g1_i6/TF407769_c0_g1_i13/TF75984_c0_g1_i5/TF92658_c0_g1_i4",54
"323","D3.320.infected","D3","320","infected","GO:0007030","Golgi organization","34/1274","299/26205",4.07738556044066e-06,0.00125889279178605,0.00118029582012756,"TF140445_c0_g1_i5/TF151108_c0_g1_i3/TF168490_c0_g1_i1/TF201593_c0_g1_i1/TF214261_c0_g1_i1/TF240471_c0_g1_i1/TF254604_c0_g1_i8/TF255414_c0_g1_i1/TF276712_c1_g1_i5/TF300066_c0_g1_i1/TF336387_c0_g2_i1/TF352356_c0_g1_i7/TF384387_c1_g1_i3/TF405200_c2_g2_i4/TF41009_c0_g1_i2/TF410090_c3_g3_i1/TF413955_c2_g2_i2/TF50064_c0_g1_i5/TF53025_c1_g1_i1/TF76029_c1_g2_i1/TF78007_c1_g2_i3/TF109861_c0_g1_i1/TF114943_c0_g1_i12/TF135898_c3_g1_i2/TF177734_c0_g1_i1/TF226950_c0_g1_i2/TF238568_c0_g1_i1/TF258429_c0_g1_i13/TF25868_c0_g2_i2/TF268922_c0_g1_i7/TF282178_c0_g1_i4/TF392623_c0_g1_i3/TF71630_c0_g1_i3/TF75649_c1_g1_i3",34
"324","D3.320.infected","D3","320","infected","GO:0009658","chloroplast organization","26/1274","206/26205",8.54439643268329e-06,0.00211046591887277,0.00197870233177929,"TF122272_c0_g2_i1/TF162071_c2_g1_i1/TF179389_c0_g2_i1/TF193276_c0_g2_i4/TF228711_c0_g1_i2/TF236170_c0_g2_i2/TF24989_c0_g1_i3/TF259541_c3_g1_i2/TF286948_c1_g1_i6/TF289650_c2_g1_i3/TF302872_c0_g1_i3/TF318169_c0_g1_i2/TF329695_c1_g1_i2/TF337876_c1_g1_i1/TF375563_c2_g2_i1/TF384489_c1_g1_i1/TF400673_c0_g2_i2/TF52982_c0_g3_i4/TF72650_c1_g1_i4/TF102884_c0_g1_i1/TF16543_c1_g1_i8/TF222451_c1_g1_i3/TF310865_c0_g1_i6/TF63515_c1_g1_i2/TF93771_c0_g1_i6/TF93771_c0_g1_i3",26
"325","D3.320.infected","D3","320","infected","GO:0010286","heat acclimation","19/1274","127/26205",1.23527945145933e-05,0.00254261687092045,0.00238387262562326,"TF167263_c0_g2_i9/TF221181_c0_g1_i4/TF224923_c1_g1_i1/TF290629_c0_g1_i3/TF298391_c1_g1_i3/TF300774_c0_g1_i5/TF325029_c1_g1_i4/TF414373_c1_g1_i1/TF66461_c4_g3_i2/TF99547_c0_g4_i2/TF102019_c1_g1_i5/TF223567_c0_g2_i9/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF260012_c0_g1_i11/TF298391_c1_g1_i7/TF325029_c1_g1_i9/TF393249_c1_g1_i2/TF393249_c1_g1_i4",19
"326","D3.320.infected","D3","320","infected","GO:0006096","glycolytic process","35/1274","335/26205",1.90041884702178e-05,0.00319955702301738,0.00299979776289718,"TF120329_c2_g1_i4/TF136058_c0_g1_i1/TF152526_c0_g3_i1/TF201593_c0_g1_i1/TF235751_c0_g1_i1/TF237022_c1_g1_i3/TF240471_c0_g1_i1/TF255414_c0_g1_i1/TF276220_c0_g1_i1/TF300066_c0_g1_i1/TF31993_c0_g1_i1/TF322458_c1_g2_i1/TF336387_c0_g2_i1/TF352356_c0_g1_i7/TF40471_c0_g1_i3/TF405200_c2_g2_i4/TF413955_c2_g2_i2/TF415678_c0_g2_i2/TF52982_c0_g3_i4/TF53025_c1_g1_i1/TF66770_c0_g2_i2/TF70801_c0_g1_i1/TF76029_c1_g2_i1/TF78007_c1_g2_i3/TF114943_c0_g1_i12/TF177734_c0_g1_i1/TF226950_c0_g1_i2/TF237406_c0_g1_i3/TF238568_c0_g1_i1/TF258429_c0_g1_i13/TF25868_c0_g2_i2/TF310865_c0_g1_i6/TF31993_c0_g1_i3/TF392623_c0_g1_i3/TF75649_c1_g1_i3",35
"327","D3.320.infected","D3","320","infected","GO:0009266","response to temperature stimulus","23/1274","179/26205",2.07258754527441e-05,0.00319955702301738,0.00299979776289718,"TF181145_c1_g1_i3/TF201593_c0_g1_i1/TF240471_c0_g1_i1/TF255414_c0_g1_i1/TF293117_c0_g1_i2/TF300066_c0_g1_i1/TF336387_c0_g2_i1/TF352356_c0_g1_i7/TF395657_c1_g2_i1/TF405200_c2_g2_i4/TF413955_c2_g2_i2/TF53025_c1_g1_i1/TF76029_c1_g2_i1/TF78007_c1_g2_i3/TF114943_c0_g1_i12/TF177734_c0_g1_i1/TF226950_c0_g1_i2/TF238568_c0_g1_i1/TF258429_c0_g1_i13/TF25868_c0_g2_i2/TF325581_c0_g1_i4/TF392623_c0_g1_i3/TF75649_c1_g1_i3",23
"328","D3.320.infected","D3","320","infected","GO:0005507","copper ion binding","27/1274","237/26205",3.73409587147359e-05,0.00512400933474432,0.00480409995160345,"TF150529_c0_g1_i1/TF152526_c0_g3_i1/TF173983_c0_g1_i7/TF180265_c0_g1_i1/TF188744_c0_g2_i3/TF265374_c0_g1_i7/TF270169_c2_g1_i4/TF291537_c0_g1_i1/TF296187_c0_g1_i4/TF310865_c0_g1_i2/TF317201_c0_g1_i2/TF317341_c0_g1_i4/TF322082_c0_g2_i5/TF413955_c2_g2_i2/TF52982_c0_g3_i4/TF70801_c0_g1_i1/TF74204_c1_g1_i6/TF79365_c1_g2_i2/TF145388_c0_g3_i2/TF155888_c0_g1_i4/TF191007_c1_g2_i10/TF233190_c0_g1_i4/TF237406_c0_g1_i3/TF258429_c0_g1_i13/TF265374_c0_g1_i4/TF291843_c0_g1_i7/TF310865_c0_g1_i6",27
"329","D3.320.infected","D3","320","infected","GO:0003735","structural constituent of ribosome","34/1274","342/26205",6.78076045135386e-05,0.00828915602815109,0.00777163573915721,"TF120229_c0_g1_i1/TF146206_c0_g1_i3/TF151290_c0_g1_i1/TF16845_c0_g1_i2/TF203054_c0_g1_i5/TF216360_c0_g1_i7/TF21642_c0_g1_i3/TF223154_c0_g3_i4/TF22752_c0_g1_i2/TF234729_c0_g1_i3/TF247581_c0_g1_i3/TF265663_c0_g2_i2/TF276185_c0_g1_i4/TF287362_c0_g1_i2/TF291244_c1_g1_i1/TF310625_c0_g3_i1/TF318161_c0_g1_i1/TF323691_c0_g2_i6/TF355778_c2_g1_i5/TF361964_c0_g1_i4/TF403113_c0_g1_i6/TF415946_c0_g1_i1/TF52240_c0_g1_i3/TF118988_c1_g2_i3/TF130964_c0_g3_i8/TF276353_c1_g1_i9/TF310560_c0_g1_i1/TF313299_c0_g1_i1/TF330124_c1_g1_i8/TF355898_c0_g1_i5/TF385319_c0_g1_i5/TF53229_c0_g2_i8/TF58936_c0_g1_i3/TF94879_c0_g1_i5",34
"330","D3.320.infected","D3","320","infected","GO:0051087","chaperone binding","4/1274","6/26205",7.70835329885804e-05,0.00828915602815109,0.00777163573915721,"TF181145_c1_g1_i3/TF310865_c0_g1_i2/TF317341_c0_g1_i4/TF155888_c0_g1_i4",4
"331","D3.320.infected","D3","320","infected","GO:0034976","response to endoplasmic reticulum stress","34/1274","345/26205",8.05424067512656e-05,0.00828915602815109,0.00777163573915721,"TF131450_c0_g1_i1/TF134574_c0_g1_i3/TF150529_c0_g1_i1/TF169976_c1_g2_i3/TF175688_c0_g1_i1/TF188744_c0_g2_i3/TF189526_c0_g1_i1/TF221181_c0_g1_i4/TF240471_c0_g1_i1/TF253077_c0_g2_i1/TF272260_c1_g1_i7/TF276220_c0_g1_i1/TF283953_c0_g1_i4/TF292392_c2_g1_i3/TF310865_c0_g1_i2/TF317341_c0_g1_i4/TF329791_c0_g1_i1/TF336387_c0_g2_i1/TF355206_c0_g1_i1/TF395657_c1_g2_i1/TF66461_c4_g3_i2/TF69708_c0_g1_i2/TF102019_c1_g1_i5/TF134574_c0_g1_i9/TF155888_c0_g1_i4/TF177734_c0_g1_i1/TF218549_c0_g1_i7/TF226965_c0_g1_i2/TF237406_c0_g1_i3/TF31272_c0_g1_i10/TF339782_c1_g1_i1/TF402140_c0_g1_i4/TF75984_c0_g1_i5/TF98508_c0_g2_i4",34
"332","D3.320.infected","D3","320","infected","GO:0009853","photorespiration","22/1274","185/26205",0.00010080416369594,0.00957639555111429,0.00897850850733068,"TF129993_c0_g1_i3/TF137888_c1_g5_i1/TF152526_c0_g3_i1/TF235751_c0_g1_i1/TF240471_c0_g1_i1/TF255414_c0_g1_i1/TF290554_c0_g1_i1/TF300066_c0_g1_i1/TF311824_c0_g1_i2/TF317201_c0_g1_i2/TF321654_c0_g1_i3/TF349605_c0_g2_i1/TF365328_c0_g1_i1/TF406773_c1_g2_i6/TF415678_c0_g2_i2/TF51471_c0_g1_i3/TF156175_c1_g2_i6/TF233190_c0_g1_i4/TF31322_c0_g1_i3/TF330191_c0_g2_i1/TF392623_c0_g1_i3/TF43165_c0_g1_i14",22
"333","D3.320.infected","D3","320","infected","GO:0006412","translation","33/1274","349/26205",0.000220844796703182,0.0194677404934463,0.0182523030409469,"TF120229_c0_g1_i1/TF146206_c0_g1_i3/TF151290_c0_g1_i1/TF16845_c0_g1_i2/TF203054_c0_g1_i5/TF216360_c0_g1_i7/TF21642_c0_g1_i3/TF223154_c0_g3_i4/TF22752_c0_g1_i2/TF234729_c0_g1_i3/TF247581_c0_g1_i3/TF265663_c0_g2_i2/TF276185_c0_g1_i4/TF287362_c0_g1_i2/TF291244_c1_g1_i1/TF310625_c0_g3_i1/TF318161_c0_g1_i1/TF323691_c0_g2_i6/TF355778_c2_g1_i5/TF361964_c0_g1_i4/TF403113_c0_g1_i6/TF415946_c0_g1_i1/TF52240_c0_g1_i3/TF118988_c1_g2_i3/TF130964_c0_g3_i8/TF276353_c1_g1_i9/TF310560_c0_g1_i1/TF313299_c0_g1_i1/TF330124_c1_g1_i8/TF355898_c0_g1_i5/TF385319_c0_g1_i5/TF53229_c0_g2_i8/TF94879_c0_g1_i5",33
"334","D3.320.infected","D3","320","infected","GO:0080129","proteasome core complex assembly","21/1274","183/26205",0.000236450289394085,0.0194677404934463,0.0182523030409469,"TF117445_c0_g1_i5/TF129993_c0_g1_i3/TF137888_c1_g5_i1/TF152526_c0_g3_i1/TF160794_c0_g1_i4/TF240471_c0_g1_i1/TF255414_c0_g1_i1/TF290554_c0_g1_i1/TF290629_c0_g1_i3/TF300066_c0_g1_i1/TF311824_c0_g1_i2/TF321654_c0_g1_i3/TF349605_c0_g2_i1/TF365328_c0_g1_i1/TF406773_c1_g2_i6/TF415678_c0_g2_i2/TF226950_c0_g1_i2/TF233190_c0_g1_i4/TF31322_c0_g1_i3/TF392623_c0_g1_i3/TF43165_c0_g1_i14",21
"335","D3.320.infected","D3","320","infected","GO:0015152","glucose-6-phosphate transmembrane transporter activity","3/1274","4/26205",0.000441924014935615,0.0321044799085579,0.030100087704593,"TF236946_c0_g1_i3/TF236946_c0_g1_i5/TF380807_c0_g3_i6",3
"336","D3.320.infected","D3","320","infected","GO:0015760","glucose-6-phosphate transport","3/1274","4/26205",0.000441924014935615,0.0321044799085579,0.030100087704593,"TF236946_c0_g1_i3/TF236946_c0_g1_i5/TF380807_c0_g3_i6",3
"337","D3.320.infected","D3","320","infected","GO:0006972","hyperosmotic response","19/1274","169/26205",0.000592221394196886,0.039587261037782,0.037115693280682,"TF201593_c0_g1_i1/TF240471_c0_g1_i1/TF255414_c0_g1_i1/TF300066_c0_g1_i1/TF336387_c0_g2_i1/TF352356_c0_g1_i7/TF405200_c2_g2_i4/TF413955_c2_g2_i2/TF53025_c1_g1_i1/TF76029_c1_g2_i1/TF78007_c1_g2_i3/TF114943_c0_g1_i12/TF177734_c0_g1_i1/TF226950_c0_g1_i2/TF238568_c0_g1_i1/TF258429_c0_g1_i13/TF25868_c0_g2_i2/TF392623_c0_g1_i3/TF75649_c1_g1_i3",19
"338","D3.320.infected","D3","320","infected","GO:0006399","tRNA metabolic process","9/1274","50/26205",0.000609034785196646,0.039587261037782,0.037115693280682,"TF24989_c0_g1_i3/TF259541_c3_g1_i2/TF318169_c0_g1_i2/TF329695_c1_g1_i2/TF375563_c2_g2_i1/TF400673_c0_g2_i2/TF72650_c1_g1_i4/TF222451_c1_g1_i3/TF63515_c1_g1_i2",9
"339","D3.320.infected","D3","320","infected","GO:0009735","response to cytokinin","28/1274","299/26205",0.00074196973580578,0.0441859020368763,0.0414272254341052,"TF129993_c0_g1_i3/TF146206_c0_g1_i3/TF169640_c1_g1_i3/TF182543_c0_g1_i1/TF189526_c0_g1_i1/TF201593_c0_g1_i1/TF224923_c1_g1_i1/TF240471_c0_g1_i1/TF253077_c0_g2_i1/TF255414_c0_g1_i1/TF257830_c0_g1_i5/TF287362_c0_g1_i2/TF289650_c2_g1_i3/TF292392_c2_g1_i3/TF308069_c1_g1_i1/TF349559_c0_g1_i2/TF37683_c2_g1_i1/TF59739_c1_g1_i1/TF66770_c0_g2_i2/TF69708_c0_g1_i2/TF70801_c0_g1_i1/TF238568_c0_g1_i1/TF310560_c0_g1_i1/TF36765_c0_g1_i14/TF37111_c1_g1_i4/TF375368_c0_g1_i6/TF62168_c0_g3_i7/TF98375_c0_g1_i6",28
"340","D3.320.infected","D3","320","infected","GO:0006007","glucose catabolic process","18/1274","159/26205",0.000751339224918544,0.0441859020368763,0.0414272254341052,"TF132231_c2_g3_i2/TF135824_c0_g1_i5/TF140445_c0_g1_i5/TF176495_c0_g1_i2/TF189130_c0_g2_i2/TF211765_c0_g1_i4/TF229786_c0_g1_i1/TF269913_c0_g3_i2/TF324033_c0_g1_i2/TF347581_c1_g2_i5/TF394725_c1_g1_i4/TF406773_c1_g2_i6/TF73185_c1_g4_i5/TF78007_c1_g2_i3/TF209610_c1_g2_i3/TF330191_c0_g2_i1/TF43165_c0_g1_i14/TF46193_c0_g1_i6",18
"341","D3.320.infected","D3","320","infected","GO:0009749","response to glucose","13/1274","98/26205",0.000917746895606255,0.046961585435601,0.0440296134491038,"TF135926_c1_g1_i1/TF152526_c0_g3_i1/TF236946_c0_g1_i3/TF244789_c1_g1_i1/TF315885_c0_g1_i1/TF404527_c2_g3_i2/TF53025_c1_g1_i1/TF236946_c0_g1_i5/TF237406_c0_g1_i3/TF258429_c0_g1_i13/TF281423_c0_g1_i1/TF330191_c0_g2_i1/TF380807_c0_g3_i6",13
"342","D3.320.infected","D3","320","infected","GO:0045036","protein targeting to chloroplast","11/1274","75/26205",0.000963494284574726,0.046961585435601,0.0440296134491038,"TF228711_c0_g1_i2/TF24989_c0_g1_i3/TF259541_c3_g1_i2/TF289650_c2_g1_i3/TF324129_c2_g2_i2/TF353622_c0_g1_i5/TF384489_c1_g1_i1/TF400673_c0_g2_i2/TF53626_c0_g1_i1/TF222451_c1_g1_i3/TF375368_c0_g1_i6",11
"343","D3.320.infected","D3","320","infected","GO:0006511","ubiquitin-dependent protein catabolic process","34/1274","396/26205",0.00101507358220206,0.046961585435601,0.0440296134491038,"TF117792_c0_g1_i3/TF129993_c0_g1_i3/TF137888_c1_g5_i1/TF151424_c0_g1_i2/TF152526_c0_g3_i1/TF200265_c0_g1_i3/TF230685_c0_g2_i2/TF240471_c0_g1_i1/TF255414_c0_g1_i1/TF271951_c0_g1_i2/TF290554_c0_g1_i1/TF290629_c0_g1_i3/TF300066_c0_g1_i1/TF309180_c1_g1_i3/TF309180_c1_g2_i1/TF311824_c0_g1_i2/TF321654_c0_g1_i3/TF349605_c0_g2_i1/TF350774_c0_g1_i4/TF365328_c0_g1_i1/TF393308_c0_g1_i1/TF406773_c1_g2_i6/TF415678_c0_g2_i2/TF209190_c0_g1_i8/TF226950_c0_g1_i2/TF233190_c0_g1_i4/TF256939_c0_g2_i2/TF30691_c0_g1_i6/TF31322_c0_g1_i3/TF316479_c0_g1_i4/TF350774_c0_g1_i7/TF392623_c0_g1_i3/TF43165_c0_g1_i14/TF66982_c1_g6_i5",34
"344","D3.320.infected","D3","320","infected","GO:0009744","response to sucrose","27/1274","291/26205",0.00104845572751979,0.046961585435601,0.0440296134491038,"TF119749_c0_g1_i1/TF131419_c0_g1_i7/TF131436_c5_g3_i4/TF132889_c0_g1_i1/TF135926_c1_g1_i1/TF149620_c0_g1_i1/TF152526_c0_g3_i1/TF164396_c1_g2_i3/TF236946_c0_g1_i3/TF244789_c1_g1_i1/TF255414_c0_g1_i1/TF262737_c1_g2_i1/TF264000_c1_g1_i1/TF264372_c1_g1_i6/TF315885_c0_g1_i1/TF337565_c0_g1_i2/TF397762_c1_g1_i1/TF53025_c1_g1_i1/TF59739_c1_g1_i1/TF236946_c0_g1_i5/TF237406_c0_g1_i3/TF258429_c0_g1_i13/TF281423_c0_g1_i1/TF330191_c0_g2_i1/TF358062_c1_g1_i5/TF375368_c0_g1_i6/TF380807_c0_g3_i6",27
"345","D3.320.infected","D3","320","infected","GO:0008333","endosome to lysosome transport","3/1274","5/26205",0.00106471610704197,0.046961585435601,0.0440296134491038,"TF311249_c0_g1_i3/TF321654_c0_g1_i3/TF365328_c0_g1_i1",3
"346","D3.320.infected","D3","320","infected","GO:0015712","hexose phosphate transport","3/1274","5/26205",0.00106471610704197,0.046961585435601,0.0440296134491038,"TF236946_c0_g1_i3/TF236946_c0_g1_i5/TF380807_c0_g3_i6",3
"347","D3.320.infected","D3","320","infected","GO:0045548","phenylalanine ammonia-lyase activity","3/1274","5/26205",0.00106471610704197,0.046961585435601,0.0440296134491038,"TF11902_c0_g1_i1/TF165301_c2_g1_i3/TF325759_c0_g1_i2",3
"348","D3.320.infected","D3","320","infected","GO:0010043","response to zinc ion","10/1274","65/26205",0.00111259555052763,0.0473812243069524,0.0444230528341339,"TF173983_c0_g1_i7/TF201593_c0_g1_i1/TF201967_c1_g1_i1/TF22088_c0_g2_i2/TF27845_c1_g1_i1/TF308069_c1_g1_i1/TF369488_c0_g1_i3/TF79365_c1_g2_i2/TF226950_c0_g1_i2/TF238568_c0_g1_i1",10
"349","D3.320.uninfected","D3","320","uninfected","GO:0009408","response to heat","55/671","411/26205",7.42999254289766e-24,6.63498334080761e-21,6.21773060168804e-21,"TF102991_c0_g7_i2/TF118117_c0_g1_i3/TF131450_c0_g1_i1/TF150529_c0_g1_i1/TF152797_c2_g2_i8/TF162071_c2_g1_i1/TF167263_c0_g2_i9/TF181145_c1_g1_i3/TF188744_c0_g2_i3/TF193276_c0_g2_i4/TF194792_c0_g1_i1/TF221181_c0_g1_i4/TF226965_c0_g1_i1/TF253077_c0_g2_i1/TF283953_c0_g1_i4/TF292392_c2_g1_i3/TF304285_c0_g1_i2/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF317169_c0_g1_i1/TF317341_c0_g1_i4/TF321073_c1_g2_i1/TF322458_c1_g2_i1/TF325029_c1_g1_i4/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF355206_c0_g1_i1/TF368497_c0_g1_i2/TF380387_c1_g1_i3/TF414373_c1_g1_i1/TF415678_c0_g2_i2/TF48675_c0_g1_i1/TF66461_c4_g3_i2/TF75984_c0_g3_i5/TF90704_c1_g2_i1/TF99547_c0_g4_i2/TF102019_c1_g1_i5/TF102884_c0_g1_i1/TF118117_c0_g1_i6/TF13865_c2_g2_i2/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF194792_c0_g1_i4/TF226965_c0_g1_i2/TF259436_c0_g1_i7/TF260012_c0_g1_i14/TF260012_c0_g1_i11/TF31272_c0_g1_i10/TF325029_c1_g1_i9/TF339782_c1_g1_i1/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF407769_c0_g1_i13/TF75984_c0_g1_i5/TF92658_c0_g1_i4",55
